Date,VNI30,ACB,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,KDH,MBB,MSN,MWG,NVL,PDR,PLX,PNJ,POW,SAB,SSI,STB,TCB,TPB,VCB,VHM,VIC,VJC,VNM,VPB,VRE
28/04/2023,1051.43,20215,38601,43836,25818.5,65946,74636,15550,15509,19682,27091,15311.1,73100,38827,14300,12783.8,35416,75106,13100,83180,20733.7,25300,29500,17099,76630,49500,52100,97000,66406.6,18009.9,27700
04/05/2023,1039.64,20633,38823,44177,25281.6,66797,73992,15700,15509,19364,27682,15103.6,70600,37540,13550,12377.3,35416,74228.2,13000,80569,20926.1,25150,29050,16955,74936,49500,51300,95500,65078.5,17693.2,27250
05/05/2023,1038.46,20591,38557,44812,24923.6,66712,73912,15500,15716,19500,27455,15020.6,73000,37441,13550,12196.6,35747,74325.7,13050,80037,20637.5,24950,28700,16776,76037,49000,50700,96000,65268.2,17602.7,27150
08/05/2023,1049.72,20841,39666,44910,24968.4,66797,74877,16200,15839,19636,27227,15145.1,74100,37490,12950,12241.8,35747,74033.1,13300,80520,21455.3,25650,29400,16704,78747,49400,50900,96300,66786.1,17602.7,27450
09/05/2023,1049.67,20800,40021,44910,25057.8,67138,75681,16150,15716,19818,26818,15186.6,73600,37589,13000,12151.4,35936,73740.5,13350,79843,21407.2,25750,29300,16919,78154,49300,50600,95400,67070.7,17602.7,27400
10/05/2023,1054.99,20800,39933,44861,25281.6,67223,74957,16850,15798,19727,27091,15352.5,73600,38629,13300,12422.5,35700,73350.3,13400,79892,21647.7,26350,29300,17063,77900,49350,50600,96800,66880.9,17693.2,27800
11/05/2023,1054.93,20800,39933,44617,25371.1,67308,74153,16700,15839,19773,27227,15352.5,73800,38332,13800,12603.2,35700,73155.2,13300,79553,21551.5,26400,29100,16955,77053,49150,50500,96700,66406.6,17919.4,28050
12/05/2023,1066.44,20883,39933,44910,25415.8,68499,74394,16800,16004,20318,27545,15477,74400,38629,13700,12603.2,35510,73155.2,13400,79263,22369.3,26800,29300,16919,78577,51200,51700,97200,66027.1,17874.2,28150
15/05/2023,1070.9,20883,39844,44422,25147.3,68925,74153,16150,16004,20091,27091,15643,74100,38530,13500,12467.6,35747,73350.3,13300,79360,22032.6,27000,29900,17171,77646,51700,54400,97300,65457.9,17919.4,28400
16/05/2023,1069.64,20883,39933,44226,25013.1,69350,74314,16000,16087,20000,26773,15601.5,73300,38084,13650,12286.9,35983,72667.5,13500,78828,22032.6,27400,29800,17135,78408,52200,52900,97500,66122,17738.4,28400
17/05/2023,1062.1,20800,39755,43982,24610.4,69350,73912,15850,16169,19818,25909,15311.1,73100,37787,13300,12106.3,35463,72765.1,13300,78586,21599.6,27000,29250,16704,78577,53400,53200,98300,65457.9,17376.4,27900
18/05/2023,1070.76,20883,39622,43738,24834.1,70541,74796,15850,16004,19955,26636,15435.5,73200,37738,13300,11925.6,35416,71692.1,13400,78489,21936.4,27200,29550,16812,80440,55000,53200,99400,65647.7,17421.7,28100
19/05/2023,1068.84,20841,39400,43250,25057.8,70456,76325,16250,16004,19818,26773,15477,72400,37936,13200,12061.1,35558,70716.7,13500,77716,22032.6,27850,29650,16847,79763,54100,52500,98700,65078.5,17466.9,28000
22/05/2023,1073.74,20925,39400,42762,25013.1,70201,76164,16500,16046,19909,26909,15643,72000,38184,13350,12106.3,35700,70326.6,13600,77716,22032.6,28150,30500,17099,78831,54100,52100,99200,64699,17828.9,27900
23/05/2023,1068.05,21176,38912,43543,24968.4,69776,74957,16400,16087,19727,26545,15560,70400,37886,13200,12286.9,35463,70424.1,13650,76893,21984.5,27950,30350,17027,78577,53700,52600,98700,63560.6,17693.2,27700
24/05/2023,1061.55,21009,38601,43396,24834.1,69180,74394,16100,16087,19364,26591,15435.5,71800,37589,13250,12332.1,35274,69741.3,13500,76652,21840.1,27400,29800,16883,78408,54500,52600,98400,62896.5,17557.4,27650
25/05/2023,1062.15,20967,38823,43055,24699.9,70797,76164,16750,16087,19273,26727,15311.1,72000,37639,13200,12241.8,35321,69448.7,13450,76410,21647.7,27000,29800,16812,78916,55000,52600,98000,63655.5,17376.4,27700
26/05/2023,1060.81,20883,38513,42518,24878.9,70712,75359,17200,16087,19182,27091,15311.1,72000,37837,12950,12106.3,35605,70229,13600,75201,21695.8,27200,29900,16991,77900,55000,52000,98100,63655.5,17331.2,27700
29/05/2023,1069.77,21009,38956,42908,25057.8,70712,75440,18200,16348,19500,27227,15560,71600,38332,13050,12377.3,35841,69643.8,13600,75104,22513.6,27700,30200,17458,78831,55500,52700,99500,63655.5,17512.2,27700
30/05/2023,1071.82,21050,38868,42762,25102.6,71477,74716,18400,16348,19409,27364,15560,72800,39025,13350,13100.1,35841,69351.2,13650,75443,22465.5,27700,30200,17314,80017,54900,52400,98500,63086.3,17602.7,27700
31/05/2023,1066.33,21217,39045,42469,25057.8,71562,74636,18200,16000,19273,27000,15435.5,72000,38827,13500,13190.4,35463,69156.1,13650,76410,22273.1,27700,29950,17961,79594,53500,52000,97500,62706.8,17466.9,27100
01/06/2023,1068.09,21400,38956,42615,25013.1,71052,73992,18800,16174,19455,26727,15601.5,71800,38926,13900,13461.4,35416,68570.8,13650,76507,22561.7,28000,30300,18787,79509,53000,52000,97500,62706.8,17557.4,26850
02/06/2023,1086.96,21800,39666,43055,25639.5,71307,73992,18900,16565,19636,26727,16348.4,72300,40412,13850,13506.6,36172,71204.4,13650,76410,23187.1,28300,32200,18895,80356,53400,52000,96800,62517.1,17964.7,27100
05/06/2023,1091.08,21750,39666,43445,25729,72328,75601,18350,16565,19682,27136,16431.4,74100,40808,13500,13280.7,36976,71887.2,13950,77087,23187.1,28050,31900,18751,82981,53700,52100,96800,63086.3,17874.2,27100
06/06/2023,1102.32,21800,39755,43885,25684.3,72584,76485,18750,16696,19773,27091,16970.8,73600,41403,13600,13506.6,36787,71009.3,13800,77377,24197.3,28300,32700,18536,83827,55000,53200,97700,62991.4,17964.7,27350
07/06/2023,1105.68,21850,39356,43592,25863.3,72328,76003,18550,16522,20545,27682,16887.8,75500,41403,14550,14410.1,36787,70814.3,13750,77280,24149.2,28350,32600,18859,82134,55300,52800,96600,62801.7,18009.9,27250
08/06/2023,1092.46,21600,38779,43055,25550.1,71137,75279,18000,16261,20727,27636,16597.3,74400,40264,14200,14726.3,36220,70424.1,13800,77280,23379.5,27600,31750,18392,84674,55400,52400,97200,62137.6,17647.9,26900
09/06/2023,1100.85,21550,38557,42762,25371.1,71988,75359,18050,16087,20818,27682,16804.8,76500,41006,14600,15268.3,35936,70817.5,13750,77134,24293.6,28100,32400,18650,85097,55500,52300,96000,62422.2,17647.9,26700
12/06/2023,1109.63,21450,38735,43445,25415.8,72243,75520,18150,16000,20864,27773,16887.8,78400,42591,14600,15991.1,35889,71309.3,13900,79087,24389.8,28200,32700,18400,85521,55400,53400,96400,64414.4,17738.4,26700
13/06/2023,1115.39,21600,39356,43933,25326.3,71818,75601,18400,16174,21273,27864,16846.3,78800,42591,15600,15991.1,35983,72096.2,13850,78989,24389.8,28200,32800,18150,86791,56700,54100,96500,64129.8,17647.9,27100
14/06/2023,1110.6,21650,39045,43543,25684.3,71648,76083,17900,16217,21000,28045,16803.8,78000,41650,15200,15313.5,35983,71604.4,13750,79087,24437.9,27800,32600,18150,86876,57000,53800,97100,63655.5,17874.2,27150
15/06/2023,1108.57,21700,38912,43348,25952.8,71562,77692,18050,16217,21045,27864,16761.2,77100,41304,15250,15629.7,36220,72096.2,13550,77622,24726.5,27800,32650,18150,87638,56500,53500,97100,62896.5,17828.9,26850
16/06/2023,1109.06,21800,38779,43006,25505.3,71903,76807,17800,16174,21318,27909,16761.2,76600,40957,14900,15223.2,35179,71604.4,13500,75669,25111.4,29000,32550,18200,88908,56000,53500,95500,62706.8,17693.2,26500
19/06/2023,1098.94,21650,38424,42664,25594.8,72073,76566,17900,15957,21227,27636,16633.6,74500,41106,14000,14590.7,35179,71112.6,13550,76548,25400,28750,32100,18300,86113,55000,52100,95600,62422.2,17602.7,26550
20/06/2023,1104.27,21650,38601,42957,26131.8,72754,77611,18800,16261,21500,27818,16718.7,75200,42096,14500,15539.4,35179,71112.6,13600,75816,25700,29250,32150,18250,84589,55100,52000,95100,62137.6,17647.9,26650
21/06/2023,1112.07,21700,38513,43104,26087,73009,77048,19500,16217,22364,27818,16888.9,76100,42294,14500,15629.7,35463,71604.4,13650,75669,26000,29400,32500,18400,84674,54600,52400,94000,62896.5,17783.7,26800
22/06/2023,1117.6,21650,39001,43104,26355.5,72754,76888,19350,16261,22591,28500,16931.4,76300,42641,14650,15674.9,35605,73276.5,13750,75572,26100,30000,32600,18400,85013,55700,52400,94200,63465.7,17738.4,27000
23/06/2023,1126.76,21900,39311,44031,26176.5,72413,76566,19000,16217,23091,28773,17186.6,77300,42492,14500,15494.2,35463,74555.1,13700,76402,26000,30300,32900,18500,84589,56000,52000,94700,65552.8,18281.5,26850
26/06/2023,1131.23,22250,39311,44177,26176.5,73009,77209,19600,16348,22909,28591,17186.6,77700,43928,14900,15584.5,35510,75145.3,13650,76157,25800,29600,33300,18450,84674,55500,52200,94800,66975.8,18326.7,26700
27/06/2023,1134.41,22200,39311,44226,26266,74285,77451,19600,16261,23455,28636,17101.6,77700,43780,15000,15358.7,36078,74260,13600,75376,26600,29600,32950,18400,84674,55900,52400,95200,66880.9,18191,27450
28/06/2023,1141.12,22300,40243,44080,26847.7,74030,76727,19300,16304,24182,28591,17612.1,77000,43483,15600,15358.7,36031,73571.5,13800,75523,26550,29900,33300,18450,85605,55400,52200,94900,66975.8,18326.7,27300
29/06/2023,1125.29,21900,39489,43250,26758.2,73605,76083,19050,15957,23455,27955,17271.7,75400,42294,15000,14907,35463,73768.3,13550,75181,25450,29550,32650,18100,86283,55000,51800,94100,68209.1,18009.9,27000
30/06/2023,1123.13,22050,38468,43055,26400.2,73179,74796,19400,16174,23773,28000,17186.6,75200,42888,14850,15178,35321,73768.3,13400,74986,25800,29800,32350,18000,84674,55000,51000,94300,67355.3,17964.7,26800
03/07/2023,1123.37,22050,39489,43445,26176.5,73520,75601,20150,16043,23818,27636,17186.6,75400,42591,14550,15087.6,35605,72784.7,13300,75035,25700,29700,32000,18150,84674,55900,51100,94400,67070.7,17964.7,27000
04/07/2023,1128,22000,39045,43982,26355.5,74030,76485,20300,16130,23864,27636,17314.3,75600,42839,14850,15358.7,37686,72784.7,13400,74986,26500,29850,32000,18150,84674,56500,51300,94100,66975.8,17964.7,27200
05/07/2023,1129.76,21950,39356,43738,26445,73935,75842,20100,16043,24500,27955,17356.8,75800,42938,14700,15674.9,38111,72489.6,13500,75083,26200,29900,31950,18100,86367,56100,51000,94300,66216.9,18055.2,27500
06/07/2023,1119.44,21700,39001,43933,26266,73738,76566,20700,15826,24545,27455,17186.6,76000,42789,14400,15268.3,38111,71407.7,13250,74888,26300,29100,31550,18200,85267,54500,50400,94300,66880.9,17693.2,26950
07/07/2023,1129.43,21700,39311,44177,26489.7,74429,77209,21250,15957,24955,27455,17399.4,75200,45067,14500,15629.7,38111,70620.8,13100,73717,26450,29600,31550,18050,88908,54000,50100,93800,67260.4,17964.7,27000
10/07/2023,1143.16,21950,41663,44519,26579.2,74429,78416,21250,15957,25182,27545,17654.6,77900,47296,14900,16713.9,39530,72489.6,13200,73375,27500,29850,32000,18200,86960,53800,50900,94200,68398.8,18145.7,26950
11/07/2023,1146.67,22000,41308,44422,27116.2,74133,78174,21500,16174,24818,27636,18037.5,79200,48336,14700,16623.5,39009,73276.5,13250,73228,28050,30000,31950,18300,87214,53900,50800,94200,69062.9,18009.9,27300
12/07/2023,1146.54,21850,41441,45740,26847.7,74429,77611,21600,16130,24545,27773,17867.3,79500,48683,14600,17255.9,39246,72588,13250,73717,27950,29800,31650,18150,88061,55100,51400,93900,69726.9,17783.7,28100
13/07/2023,1156.11,22000,41619,45886,26847.7,74924,79863,21650,16174,24591,28818,17952.4,81800,48881,14950,17346.3,39151,76719,13350,74937,28400,30000,31950,18250,88823,56300,51500,94900,69347.5,18055.2,28150
14/07/2023,1160.59,22000,41485,45691,26758.2,77395,79622,21600,16435,25000,28636,18248.1,81800,48980,15150,17075.2,38678,77210.8,13300,75083,28500,29000,31950,18150,88908,56400,51400,97900,69537.2,18009.9,28000
17/07/2023,1164.58,22000,40997,46179,26579.2,78087,79622,22000,16435,24818,29545,18199.1,80700,48188,15350,17617.3,38726,78981.2,13350,74937,28800,28000,31900,18250,88738,59000,52900,97300,68588.5,18507.7,28650
18/07/2023,1166.82,22000,41441,45935,26713.5,77790,80265,21850,16435,24727,29591,18199.1,80500,47593,15050,17391.5,38347,78391.1,13500,74742,28550,28450,32300,18950,88315,58800,52700,96300,68683.4,18960.2,28300
19/07/2023,1165.19,22000,41042,45788,26758.2,77592,79542,21700,16850,24909,29273,18003.4,80800,48039,14700,16984.9,37922,77309.1,13300,74595,28500,28250,32300,18700,90178,58500,52100,96700,68873.1,18688.7,27950
20/07/2023,1168.26,22000,41042,45691,26534.5,79372,79381,21500,17000,25636,29182,18052.4,79500,48633,14800,17572.1,37544,77604.2,13300,74791,28000,27850,31900,18800,88908,57700,52000,97800,68873.1,19005.5,28050
21/07/2023,1186.6,22100,41485,46374,26579.2,80064,79944,22000,17200,25818,29864,18248.1,83000,52001,15150,18791.8,38300,78686.1,13250,74742,28750,28750,32300,18750,88908,59000,52100,98000,69726.9,19367.5,28400
24/07/2023,1193.14,22050,41530,46130,26713.5,80064,79220,22200,17250,25682,31136,18345.9,84000,53982,16200,19288.7,38111,77997.6,13300,75669,28700,28700,32450,18650,88569,59100,52000,96800,69821.8,19774.7,28400
25/07/2023,1198.01,22300,41840,45788,26758.2,80360,79461,21800,17200,25682,31045,18394.8,83400,53090,16200,19288.7,38111,79177.9,13250,77134,28800,28500,33500,19000,91700,58600,51500,97100,70675.6,19774.7,29000
26/07/2023,1201.43,22300,42018,45544,26668.7,81744,78979,21600,17200,25818,31818,18345.9,84600,52100,17200,19469.4,38300,80456.6,13550,78891,29000,28300,33450,18800,93400,59000,51000,96500,71149.9,19774.7,28900
27/07/2023,1199.68,22150,41441,45447,26266,82732,78979,21700,17200,25818,32273,18199.1,84200,54100,17850,19875.9,37733,79571.4,13300,78208,29450,28100,33100,18550,92700,57500,51100,96900,71814,19684.2,28500
28/07/2023,1212.45,22200,41441,45544,26400.2,83424,80024,22000,17250,25727,33409,18297,86100,54500,18350,19740.4,37875,81243.4,13550,76646,29750,28650,33800,18700,93000,58900,51500,97800,73426.7,20001,28800
31/07/2023,1230.81,22950,41885,47009,26847.7,84610,81713,22350,17350,25636,34091,18443.7,87300,53700,18850,19604.9,39246,81636.9,13700,76548,29650,28950,34300,18750,91600,63000,55100,102000,73995.9,20046.2,29650
01/08/2023,1222.18,22850,42772,46130,27205.7,83523,80989,22000,17550,25000,32636,18443.7,86700,51700,17800,18837,38773,79669.7,13450,77329,28800,28950,34000,18800,91200,62800,58900,101200,72098.6,19865.2,29100
02/08/2023,1221.32,23100,43571,46716,27787.4,82535,80748,21900,17400,25000,32545,18492.7,85200,51700,18350,19333.9,38726,80161.5,13700,77573,29000,29100,33900,18900,91500,61900,58300,100800,72193.5,19910.5,28900
03/08/2023,1210.8,23450,43083,46179,27653.1,82732,80105,21800,17200,24409,32045,18443.7,86100,52700,18550,19333.9,37922,79964.8,13500,78843,28500,28600,33500,18450,90600,60100,58200,101000,71146.2,19639,28400
04/08/2023,1231.42,24400,42950,45984,27742.6,82337,80668,21900,17150,24864,32727,18590.5,86300,53000,19800,20282.5,38111,79473,13600,78354,29200,28950,33600,18950,90100,63000,62200,101000,71538.2,20091.5,28700
07/08/2023,1250.68,23750,43349,46862,29174.5,83523,81150,22700,17350,25045,32727,18933,88200,53800,20200,20327.7,38300,80850,13700,78598,29700,30050,34350,19300,90800,62900,63900,101900,73400.1,20498.8,29600
08/08/2023,1247.81,23400,43172,46423,29174.5,83227,81391,22600,17350,24727,32045,18786.2,89200,53600,20350,19875.9,38678,80063.1,14100,78891,29100,29800,34000,19000,90700,62800,67000,103000,73008.1,20091.5,31000
09/08/2023,1239.84,23200,42772,46277,29085,82139,81231,22150,17300,25273,32273,18737.3,88000,52600,19900,19424.2,38489,78981.2,13900,78598,28600,31200,34000,18850,90200,60600,65800,101600,71636.2,19955.7,30900
10/08/2023,1226.2,22900,41264,45886,28324.3,81250,82035,21450,17200,24864,31727,18492.7,83000,52000,20600,19424.2,38584,77702.6,13800,78403,28100,30550,33500,18500,88500,60600,67900,100700,71636.2,19865.2,30050
11/08/2023,1240.77,22900,41441,45593,28727,81052,81633,21100,17050,25182,33136,18492.7,84500,53300,20900,19830.8,38442,78096,13650,77866,28150,31850,33650,18650,90400,60900,72600,101100,72028.2,19910.5,30750
14/08/2023,1243.43,23050,42240,45788,28906,81645,80909,21550,17150,25591,33182,18541.6,82200,54200,21250,20598.7,38347,78096,13750,77134,29150,31900,33800,18650,89000,61200,73300,100200,71930.2,19865.2,30300
15/08/2023,1241.24,22850,41707,46081,28995.5,83029,80748,21450,17050,25409,32727,18541.6,82400,54000,20750,20237.3,38158,77702.6,13900,76792,28700,31500,34050,19000,88900,61700,70700,101900,71342.2,19910.5,31300
16/08/2023,1256.95,22900,42151,45788,28950.8,84116,80587,21350,17150,25409,32318,18590.5,81800,53800,20650,20598.7,38064,78882.8,13900,76792,28850,32900,35300,19100,89200,62900,75600,100800,71636.2,20272.5,31500
17/08/2023,1247.82,22700,41796,45398,29174.5,85006,80426,21300,17150,25545,32273,18443.7,82100,53900,20650,20643.9,37591,78882.8,14000,76011,29950,32350,34700,18850,89400,61000,71900,100000,72126.2,20046.2,30600
18/08/2023,1190.1,21900,39223,43152,27474.1,84512,78496,19850,16200,24091,30136,17709.9,79000,50200,19250,19243.5,35321,77210.8,13050,74986,28300,31300,32500,18100,89500,56800,66900,97900,71832.2,18643.5,29100
21/08/2023,1190.32,22000,40465,43543,28637.5,84907,79702,19300,16200,23818,30864,17758.8,78400,49000,18500,18520.8,35463,77702.6,13000,74546,28850,31800,32750,18500,89800,56000,65800,96000,71440.2,18824.5,29500
22/08/2023,1193.51,22050,40642,44324,28234.8,85500,80668,19050,16400,23773,30955,17807.8,77700,50000,18500,18701.5,35652,77210.8,12800,73228,30700,32150,33100,18550,88400,55500,64500,97300,71244.2,18643.5,29300
23/08/2023,1182.97,21850,40554,44422,28011.1,85500,81954,19200,16100,23318,30455,17612.1,77500,49700,18700,18972.5,35369,76227.2,12350,73277,30400,30900,33200,18500,86300,54500,65000,96500,72028.2,18326.7,28750
24/08/2023,1201.88,22050,40642,44324,28413.8,90000,82357,19800,16200,23909,31364,17856.7,80000,50300,19800,19966.3,35747,76719,12600,74937,32000,31550,33800,18800,87000,55400,64200,97500,73204.1,18553,29050
25/08/2023,1193.93,21950,40110,43836,27876.9,90600,81552,19650,16250,23591,31409,17709.9,79700,50500,19400,19966.3,35510,77014.1,12500,76255,32200,31100,33650,18850,86200,54100,63500,97000,73400.1,18281.5,28700
28/08/2023,1213.4,22050,40288,43836,27876.9,94000,83000,20200,16300,24409,32273,17807.8,80700,51700,20000,20327.7,36078,78194.3,12700,76304,32450,31650,34000,19000,87000,54700,64700,98000,76340,18372,29750
29/08/2023,1215.47,22050,40642,43738,27966.3,93600,83250,20650,16200,24545,32273,17856.7,80000,52900,20350,21682.8,35983,79079.6,12600,77183,32350,31750,33900,19000,88400,54600,63400,97500,75850.1,18869.7,29250
30/08/2023,1225.56,22450,40997,43982,28727,96600,82750,20700,16350,24727,32591,18003.4,79600,53800,20050,21863.5,36314,79374.6,12700,78013,33500,32500,34000,19550,89100,54600,62000,96900,76242,18824.5,29700
31/08/2023,1234.53,22600,41663,44129,29040.3,96700,82167,21850,16850,25091,33636,18101.3,81500,53800,20450,22405.6,36456,79177.9,12800,77134,33400,32650,34500,19600,89100,54700,62100,98000,76242,18960.2,30300
05/09/2023,1244.64,22750,42151,44373,29219.2,96800,83000,22000,17100,25273,33000,18737.3,81500,54300,21400,22496,37024,79177.9,13000,77524,33350,32700,35000,19650,90100,55300,62300,100500,78496,19005.5,30150
06/09/2023,1260.03,22950,41974,44568,29219.2,99000,84583,22000,17200,26364,33136,18835.1,82700,55000,21800,23083.2,37165,79768.1,13000,77622,34000,33050,35200,19750,90200,55900,61600,101700,78398,19729.5,30300
07/09/2023,1255.22,22900,42018,44666,29219.2,97900,85750,22400,17300,26045,33136,18884,82000,55000,21600,23128.4,37213,82817.2,12900,78354,33650,33000,35750,19650,89500,55100,60800,101000,77908,19684.2,30300
08/09/2023,1249.14,22750,41707,44568,28906,97600,85167,22700,17350,26136,32909,18688.4,81800,55500,22000,23128.4,37260,82620.4,12850,78403,33750,32500,35350,19400,89500,54000,59100,101400,78398,19729.5,29600
11/09/2023,1230.71,22350,41264,44422,28548,97400,84500,21750,17100,25455,31636,18345.9,79600,54500,20500,22315.3,37686,82227,12700,81772,33500,31600,34550,18950,88500,52500,59100,99000,77908,19820,28700
12/09/2023,1255.83,22750,41707,44714,28906,98900,85583,22700,17400,26136,32000,18835.1,81000,55800,20950,23760.8,37827,82227,12900,82455,35800,32350,35300,19200,89900,53500,60300,101900,78692,20182,29500
13/09/2023,1247.95,22550,41707,44470,29129.7,98000,88000,22300,17450,25818,32091,18639.4,80100,57500,19950,23715.6,38111,81931.9,12950,81430,35800,31950,35000,19250,89100,52100,59200,99000,77516,20317.8,29000
14/09/2023,1234.06,22450,41485,44129,29711.4,95900,88333,22000,17500,25273,31455,18737.3,78600,57300,18700,22947.7,37827,79866.4,12750,83187,35650,31800,34900,19000,89100,49000,55500,99000,77810,20272.5,28900
15/09/2023,1238.81,22650,41530,43836,29308.7,97500,91333,22600,18000,25091,31455,18981.9,79700,55900,18900,23625.3,37969,80063.1,12750,81137,35500,32500,34900,19200,89800,50500,53600,99700,77908,20408.3,28400
18/09/2023,1223.7,22450,40598,43738,28682.3,96900,90833,22150,17600,25091,31364,18737.3,78500,55000,18150,23218.7,37449,80161.5,12650,78891,35700,32600,34100,18950,88800,48950,53000,98800,77320,20046.2,27700
19/09/2023,1225.5,22300,40110,43006,28727,98400,91667,22300,17700,25591,30909,18590.5,79000,55500,17300,23309.1,37733,79866.4,12750,77134,36200,33300,33900,19050,88100,49350,51700,99400,77320,19820,27600
20/09/2023,1234.57,22450,40554,43543,28682.3,98500,90833,23100,17850,25818,32273,18786.2,79700,55800,18500,24393.2,38206,81341.8,12800,78598,36450,33250,34350,19500,88000,50700,53500,99400,76732,19820,28100
21/09/2023,1219.19,22400,40110,43299,28369.1,96800,88750,23200,17550,25818,31636,18541.6,78800,54200,18200,23715.6,38302,81243.4,12700,78110,34750,32350,34300,19050,87000,50200,52200,99300,76438,19593.7,28150
22/09/2023,1197.69,22300,40864,42567,28324.3,96700,90900,21850,17550,24818,30000,18297,75400,52100,17400,22134.6,37676,79669.7,12300,76743,32600,32900,34000,18550,89300,48000,50000,97600,75948.1,19231.7,27400
25/09/2023,1159.94,22000,40021,41200,26668.7,94300,89500,20350,17400,23636,28636,17709.9,70300,51000,16200,20598.7,36088,78489.4,11800,74205,30350,31650,32800,18000,89300,47000,46500,98000,76046,18462.5,26600
26/09/2023,1153.37,21900,39356,41005,27116.2,93500,88800,18950,17400,23818,28636,17856.7,73000,51500,15150,19830.8,35704,77210.8,11650,73521,30900,31350,32400,17700,87000,45000,45000,98000,74576.1,18507.7,25800
27/09/2023,1168.6,22000,39400,41395,27742.6,94300,88900,19850,17400,24091,29455,18101.3,76000,52000,15500,21185.9,35174,77800.9,11750,72350,33000,31800,32600,17800,87800,45100,45200,99700,75066.1,19005.5,26100
28/09/2023,1164.45,21750,39356,41395,27608.4,94000,91500,19600,17300,24182,29773,18101.3,76500,53000,15750,21366.6,36329,77210.8,11500,70690,32300,30750,33650,18050,88000,44500,45000,99300,73302.1,19186.5,25450
29/09/2023,1166.26,21850,39356,41151,26892.4,92800,90700,19500,17350,23909,29682,18101.3,76300,52600,15600,21637.7,36088,77505.8,11600,70787,31800,30650,33650,17850,87500,45500,46850,99300,72714.1,19639,26100
02/10/2023,1167.13,21900,39001,41249,26802.9,93200,89300,20400,17100,23818,29545,18199.1,77400,51900,15400,21953.9,36088,77604.2,11750,71276,32100,30850,33150,17500,86500,45750,46900,98500,74086.1,19729.5,26850
03/10/2023,1130.89,21600,36871,40858,26042.3,92200,86300,19000,17100,22545,28700,17661,74000,49000,14350,20418,34645,76227.2,11200,68639,30200,29200,32500,16700,86300,44050,44500,97900,72518.1,19005.5,26300
04/10/2023,1138.54,21600,37714,41053,25863.3,92500,85800,19500,17100,22955,29000,17758.8,73500,49200,14600,21140.8,34886,76325.5,11250,68346,31750,30200,32250,16600,86300,44600,46100,96800,72910.1,19005.5,27000
05/10/2023,1124.48,21600,36915,40907,25147.3,91600,84200,19800,16950,22636,28400,17661,72800,47000,13800,20418,33105,76522.3,10900,67858,31650,29900,31800,16550,84500,44550,45600,95500,71244.2,18824.5,26800
06/10/2023,1139.78,21800,37448,40907,25684.3,92700,84200,20200,17100,22682,29500,17758.8,72700,48300,13900,20869.7,33683,76719,11200,67956,32950,30950,32050,16800,85400,46050,45950,97000,72714.1,18960.2,27450
09/10/2023,1150.37,22500,37226,41200,26087,95600,86600,20400,17050,23182,29500,17905.6,73500,47950,14350,21321.5,34356,78686.1,11200,67175,33200,31200,32100,16850,84600,47000,45200,97100,72224.1,19367.5,27050
10/10/2023,1160.28,22800,37315,41541,26221.2,96300,86400,20050,17400,23636,29400,18052.4,73200,48850,14200,20960.1,34645,78194.3,11450,67175,32700,31250,32500,16750,86100,48000,44900,97300,72910.1,19548.5,27000
11/10/2023,1167.29,22700,37270,41590,26400.2,97000,86000,20700,17600,23818,29200,18101.3,73800,49300,14450,21185.9,35511,78981.2,11500,66394,34000,31750,32600,16750,86500,47400,45450,97600,72910.1,19729.5,27000
12/10/2023,1165.49,22700,37403,41639,26489.7,96400,86000,20850,17500,23455,29950,17954.5,73100,48400,14850,21999.1,35319,78686.1,11450,67272,33600,31600,32500,17200,86000,47550,46500,97700,73988.1,19774.7,27200
13/10/2023,1166.66,22650,37714,41297,26221.2,96100,85800,21400,17600,23409,32000,18052.4,72700,49500,14950,23534.9,35319,78489.4,11400,68444,33550,31500,32200,17250,86600,46900,46100,103800,74282.1,19865.2,27350
16/10/2023,1153.21,22600,36960,40663,25773.8,96800,86900,21450,17400,22727,31700,17807.8,71600,48600,14550,22586.3,35415,78587.8,11350,69225,32100,30200,31800,16800,86100,45550,45000,102500,73694.1,20363,26700
17/10/2023,1141.03,22450,36649,40565,25594.8,93100,85200,20200,17550,22545,29600,17709.9,71000,46300,13750,21637.7,34645,77800.9,11250,68249,31450,30000,31750,16500,85900,44500,44000,102900,73302.1,20544,27000
18/10/2023,1125.56,22050,35496,39882,25371.1,93000,83000,20000,17550,21818,29200,17367.5,68300,44700,13000,20779.4,33683,75735.4,11250,66687,31550,29700,31250,16250,85900,43300,43800,104900,72420.1,20363,26500
19/10/2023,1104.89,21800,35673,39247,25594.8,92000,81900,20000,17500,21545,29150,17269.6,66400,43000,13200,20327.7,33683,74653.5,11050,66687,30100,29000,30650,16150,84500,42500,43200,105100,69970.2,19412.7,26400
20/10/2023,1123.69,21900,35939,40028,26310.7,92900,83200,20500,17750,22136,30200,17563.1,69000,44700,13800,21185.9,34068,74951.7,11200,68346,31300,30100,31100,16500,84800,44500,43350,105200,70852.2,19548.5,26600
23/10/2023,1106.85,21800,35762,39540,26221.2,91000,80600,19750,17500,21818,30150,17416.4,66000,43000,13350,21050.4,34019,73858.2,11050,66198,30600,29700,30900,16450,84500,44500,43400,103500,68794.2,19050.7,26000
